	Greedy			ACO			
FILE	DISTANCE	OVERSPENT TIME	TW OVERRUN	DISTANCE	OVERSPENT TIME	TW OVERRUN	
xml/results/10missions/3vehicles/1_300_0,75_1.d2cts	00:00:31.73	00:01:44.60	+229,656%	-69,665%	
xml/results/10missions/2vehicles/1_100_0,75_1.d2cts	00:00:36.88	00:02:38.03	+328,498%	-76,663%	
xml/results/10missions/2vehicles/1_200_0,75_1.d2cts	00:00:37.75	00:02:47.21	+342,94%	-77,424%	
xml/results/10missions/2vehicles/1_300_0,75_1.d2cts	00:00:33.51	00:02:53.05	+416,413%	-80,636%	
xml/results/10missions/2vehicles/1_100_0_0.d2cts	00:05:04.08	00:02:54.63	-42,571%	+74,128%	
xml/results/10missions/2vehicles/1_200_0_0.d2cts	00:01:15.26	00:03:09.42	+151,687%	-60,268%	
xml/results/10missions/2vehicles/1_300_0_0.d2cts	00:01:17.06	00:03:15.54	+153,75%	-60,591%	
xml/results/10missions/3vehicles/1_100_0_0.d2cts	00:00:52.05	00:04:46.10	+449,664%	-81,807%	
xml/results/10missions/3vehicles/1_200_0_0.d2cts	00:01:07.40	00:05:48.17	+416,573%	-80,642%	
xml/results/10missions/3vehicles/1_300_0_0.d2cts	00:01:12.75	00:05:16.39	+334,9%	-77,006%	
xml/results/10missions/2vehicles/1_100_0,75_0,5.d2cts	00:00:43.25	00:02:41.94	+274,428%	-73,293%	
xml/results/10missions/2vehicles/1_200_0,75_0,5.d2cts	00:00:55.98	00:02:48.91	+201,733%	-66,858%	
xml/results/10missions/2vehicles/1_300_0,75_0,5.d2cts	00:00:50.55	00:03:02.30	+260,633%	-72,271%	
					

OVERALL EXECUTION TIME
FILE	Greedy	ACO	Greedy->ACO	ACO->Greedy	
xml/results/10missions/3vehicles/1_100_0,75_0,5.d2cts	00:01:04.84	00:04:18.38	+298,489%	-74,905%	
xml/results/10missions/3vehicles/1_200_0,75_0,5.d2cts	00:01:01.96	00:04:56.23	+378,099%	-79,084%	
xml/results/10missions/3vehicles/1_300_0,75_0,5.d2cts	00:01:02.66	00:05:34.30	+433,514%	-81,256%	
xml/results/10missions/3vehicles/1_100_0,75_1.d2cts	00:00:57.92	00:02:00.89	+108,719%	-52,089%	
xml/results/10missions/3vehicles/1_200_0,75_1.d2cts	00:00:52.39	00:01:24.81	+61,882%	-38,227%	
xml/results/10missions/3vehicles/1_300_0,75_1.d2cts	00:00:52.05	00:02:06.15	+142,363%	-58,74%	
xml/results/10missions/2vehicles/1_100_0,75_1.d2cts	00:00:57.68	00:02:57.20	+207,212%	-67,449%	
xml/results/10missions/2vehicles/1_200_0,75_1.d2cts	00:00:58.92	00:03:03.58	+211,575%	-67,905%	
xml/results/10missions/2vehicles/1_300_0,75_1.d2cts	00:00:53.23	00:03:11.92	+260,549%	-72,264%	
xml/results/10missions/2vehicles/1_100_0_0.d2cts	00:06:02.97	00:03:11.38	-47,274%	+89,659%	
xml/results/10missions/2vehicles/1_200_0_0.d2cts	00:01:34.41	00:03:24.82	+116,947%	-53,906%	
xml/results/10missions/2vehicles/1_300_0_0.d2cts	00:01:36.51	00:03:30.85	+118,475%	-54,228%	
xml/results/10missions/3vehicles/1_100_0_0.d2cts	00:01:09.44	00:05:04.73	+338,839%	-77,213%	
xml/results/10missions/3vehicles/1_200_0_0.d2cts	00:01:27.55	00:06:05.07	+316,985%	-76,018%	
xml/results/10missions/3vehicles/1_300_0_0.d2cts	00:01:34.18	00:05:33.07	+253,653%	-71,724%	
xml/results/10missions/2vehicles/1_100_0,75_0,5.d2cts	00:01:00.09	00:02:58.13	+196,439%	-66,266%	
xml/results/10missions/2vehicles/1_200_0,75_0,5.d2cts	00:01:15.74	00:03:06.68	+146,475%	-59,428%	
xml/results/10missions/2vehicles/1_300_0,75_0,5.d2cts	00:01:08.93	00:03:18.09	+187,378%	-65,203%	
					
