							ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	21	200	0.5	1.0	00:00:10.54	00:02:29.95	00:00:11.93	00:02:51.80	00:00:10.00	00:02:31.01	00:00:48.23	1322.675521821632	13.187855787476288	1529.981024667932	-5.123339658444015	1332.7324478178368	357.5901328273245	-92.97099033011004	-92.04401467155718	14.571523841280442	-93.33111037012337	0.706902300766924	-67.83594531510504	-11.651299245599334	1156.9153394803018	1340.0670578373847	-16.17770326906957	1165.8005029337803	304.27493713327743	-93.86495925494762	-12.71827706635624	-93.05587892898718	-94.17927823050059	-12.101280558789302	-71.92665890570431	5.3999999999999915	1399.5	19.299999999999997	1618.0	1410.1	382.29999999999995	-93.02032977948481	-0.7019402688563687	-92.09986093636182	13.767300178796122	-93.37792199192107	-68.0617177670353	-78.14638191996683	210.90607505701846	-75.2643582832262	256.2098279079412	-79.26601700186606	213.10387725482065	
	10	3	21	500	0.5	1.0	00:00:10.42	00:02:31.03	00:00:11.04	00:02:54.61	00:00:09.83	00:02:30.75	00:00:41.09	1349.4241842610365	5.950095969289819	1575.7197696737046	-5.66218809980806	1346.7370441458736	294.3378119001919	-93.1007084685162	-92.69019400119181	15.612792160497923	-93.49135933258293	-0.18539363040455614	-72.7934847381315	-5.615942028985501	1268.0253623188407	1481.61231884058	-10.960144927536225	1265.4891304347827	272.1920289855073	-94.03241509650077	-13.504381192371579	-93.67733806769373	-94.37031097875264	-13.664738560219924	-76.46755626825497	6.002034587995929	1436.4191251271616	12.309257375381476	1676.2970498474058	1433.5707019328584	318.0061037639879	-93.08789386401327	0.18573797678275364	-92.6766169154229	15.827529021558881	-93.4792703150912	-72.74295190713102	-74.6410318812363	267.5590167924069	-73.13214894134826	324.94524215137506	-76.07690435629108	266.87758578729614	
	10	3	21	400	0.5	1.0	00:00:10.73	00:02:31.05	00:00:10.94	00:02:54.53	00:00:10.71	00:02:30.70	00:00:43.08	1307.7353215284252	1.9571295433364313	1526.561043802423	-0.18639328984156173	1304.4734389561975	301.4911463187325	-92.89639192320425	-92.75736511089043	15.54452168156239	-92.90963257199603	-0.231711353856354	-71.47964250248262	-1.919561243144416	1280.712979890311	1495.3382084095065	-2.102376599634357	1277.5137111517367	293.7842778793419	-93.85205981779637	-13.45327450868045	-93.73173666418381	-93.86351916575947	-13.653813098034728	-75.31656448748065	0.18674136321194745	1310.3641456582632	2.1475256769374287	1529.5985060690941	1307.096171802054	302.24089635854335	-92.87989382879894	0.23224950232251015	-92.74054412740544	15.812873258128743	-92.89316522893165	-71.41340411413404	-75.0928505106778	250.62674094707526	-74.60538532961932	305.1299907149489	-75.13927576601671	249.81429897864436	
	10	3	21	300	0.5	1.0	00:00:10.45	00:02:29.68	00:00:11.15	00:02:54.31	00:00:10.60	00:02:29.41	00:00:43.03	1332.3444976076557	6.6985645933014455	1568.038277511962	1.4354066985645968	1329.7607655502395	311.77033492822966	-93.01843933725281	-92.55077498663816	16.455104222340992	-92.91822554783539	-0.18038482095136973	-71.25200427578835	-6.2780269058296065	1242.4215246636772	1463.318385650224	-4.932735426008975	1239.9999999999998	285.9192825112108	-94.00493373874133	-14.129998278928344	-93.60335035281967	-93.91888015604384	-14.284894727783836	-75.31409557684586	-1.4150943396226447	1312.0754716981135	5.188679245283026	1544.4339622641512	1309.5283018867924	305.9433962264151	-93.00582290342012	0.1807107957968076	-92.53731343283582	16.665551167927184	-92.90542801686634	-71.20005354393949	-75.7146177085754	247.85033697420405	-74.08784568905415	305.0894724610737	-75.36602370439228	247.2228677666744	
	10	3	21	100	1.0	0.33	00:00:13.79	00:04:46.77	00:00:13.61	00:06:23.29	00:00:12.25	00:04:44.53	00:00:36.31	1979.5503988397388	-1.305293691080491	2679.4778825235676	-11.167512690355325	1963.3067440174038	163.30674401740396	-95.19126826376538	-95.25403633573943	33.65763503853263	-95.72828399065453	-0.7811137845660318	-87.33828503678906	1.322556943423951	2007.0536370315942	2716.2380602498165	-9.992652461425418	1990.5951506245406	166.78912564290965	-96.40220198805082	-25.181977093062702	-96.44916381851861	-96.8039865376086	-25.766390983328563	-90.52675519841374	12.571428571428564	2240.9795918367345	11.102040816326527	3028.8979591836737	2222.6938775510203	196.40816326530614	-95.15341088813129	0.7872632059888269	-95.21667311004111	34.709872421185835	-95.69465434224863	-87.23860401363652	-62.0214816854861	689.7824290828971	-62.5172128890113	955.6045166620767	-66.26273753786836	683.6133296612502	
	10	3	21	200	1.0	0.33	00:00:13.34	00:05:03.83	00:00:12.66	00:06:29.59	00:00:11.69	00:05:02.15	00:00:51.46	2177.586206896552	-5.097451274362816	2820.4647676161917	-12.368815592203902	2164.992503748126	285.7571214392804	-95.6093868281605	-95.83319619524076	28.22631076588882	-96.15245367475232	-0.5529407892571526	-83.06289701477799	5.371248025276459	2299.9210110584513	2977.330173775671	-7.66192733017378	2286.6508688783565	306.477093206951	-96.57588747144435	-22.01288534099951	-96.7504299391668	-96.99940963577095	-22.44410790831387	-86.79124207500193	14.114627887082982	2499.0590248075277	8.297690333618483	3232.67750213858	2484.6877673224976	340.2053036783576	-95.58497435048817	0.55601522422638	-95.81002813172265	28.939268575210992	-96.13106073142478	-82.96872414363726	-74.07695297318307	490.4197434900893	-75.3983676642052	657.0734551107656	-77.28332685581034	487.1550719005052	
	10	3	21	500	1.0	0.33	00:00:13.40	00:05:03.47	00:00:15.83	00:06:39.72	00:00:12.88	00:05:03.11	00:00:50.77	2164.7014925373137	18.134328358208954	2882.9850746268658	-3.88059701492537	2162.0149253731347	278.8805970149254	-95.58440702540615	-94.78366889643128	31.71647938840742	-95.75575839456948	-0.11862787095924263	-83.27017497610967	-15.350600126342387	1817.0562223626027	2425.0789639924196	-18.635502210991785	1814.7820593809224	220.72015161086549	-96.64765335735015	-24.07935554888422	-96.03972780946664	-96.77774442109477	-24.169418593015113	-87.29860902631843	4.037267080745338	2256.1335403726707	22.903726708074526	3003.416149068323	2253.3385093167703	294.17701863354034	-95.57916268021512	0.11876876381512111	-94.77747352446308	31.872917422717826	-95.75071756128139	-83.25030516974036	-73.60646050817412	497.734882804806	-68.82016939137287	687.3153437069136	-74.63068741382706	497.0258026393539	
	10	3	21	400	1.0	0.33	00:00:13.60	00:05:02.70	00:00:14.25	00:07:03.05	00:00:12.98	00:05:02.34	00:00:46.68	2125.735294117647	4.779411764705885	3010.6617647058824	-4.558823529411759	2123.088235294117	243.23529411764704	-95.50710274198876	-95.29236868186322	39.758837132474405	-95.71192599933927	-0.11892963330030185	-84.57879088206144	-4.5614035087719325	2024.2105263157891	2868.7719298245615	-8.912280701754383	2021.6842105263154	227.57894736842107	-96.78524997045265	-28.448173974707487	-96.6316038293346	-96.93180475121143	-28.533270299019037	-88.96584328093607	4.776579352850533	2232.0493066255776	9.784283513097067	3159.2449922958394	2229.275808936826	259.6302003081664	-95.50175299331876	0.11907124429450741	-95.28676324667593	39.925249718859575	-95.70682013627042	-84.56042865647946	-70.86546700942587	548.4575835475578	-69.47300771208226	806.2767780634103	-72.19365895458442	547.6863753213368	
	10	3	21	300	1.0	0.33	00:00:14.44	00:05:03.95	00:00:16.19	00:06:40.64	00:00:14.23	00:05:02.58	00:00:47.33	2004.9168975069254	12.119113573407216	2674.5152354570637	-1.454293628808858	1995.4293628808862	227.7700831024931	-95.2492186214838	-94.67346603059714	31.811153150189174	-95.3183089323902	-0.4507320282941288	-84.42835992761968	-10.809141445336639	1777.3934527486101	2374.613959234095	-12.106238418777027	1768.931439159975	192.34095120444715	-96.39576677316293	-24.133885782747605	-95.95896565495208	-96.44818290734824	-24.475838658146966	-88.1864017571885	1.4757554462403308	2035.9803232607167	13.773717498243155	2715.4602951510888	2026.35277582572	232.60716795502455	-95.22770837464472	0.4527728204111325	-94.6493489325137	32.40795822592373	-95.29711150770044	-84.35785577367969	-69.49080921191634	542.1931121909994	-65.79336572998098	746.4821466300444	-69.93450242974856	539.2985421508557	
	10	3	21	100	0.5	0.33	00:00:14.36	00:06:37.26	00:00:13.50	00:08:28.53	00:00:15.86	00:06:47.17	00:01:04.17	2666.434540389972	-5.98885793871866	3441.2952646239555	10.445682451253482	2735.4456824512536	346.866295264624	-96.38523888637164	-96.6017217942909	28.00936414438906	-96.00765241907064	2.4945879273020255	-83.84685092886271	6.370370370370367	2842.6666666666665	3666.8888888888887	17.481481481481477	2916.0740740740744	375.3333333333333	-97.17617446365013	-21.880715002064772	-97.34528936345939	-96.88120661514562	-19.93196074961162	-87.38127544097692	-9.457755359394703	2404.7919293820933	-14.880201765447666	3106.3682219419925	2467.2761664564946	304.6027742749054	-96.47321757496869	-2.433872829530669	-96.68443156421151	24.893779011223803	-96.1048210821033	-84.2399980352187	-77.62194171731339	519.0743338008415	-78.96213183730715	692.4731182795698	-75.28440081034752	534.5176873928626	
	10	3	21	200	0.5	0.33	00:00:15.99	00:06:58.55	00:00:14.65	00:09:20.26	00:00:15.69	00:07:07.54	00:00:56.72	2517.573483427142	-8.380237648530331	3403.814884302689	-1.8761726078799292	2573.7961225766103	254.72170106316446	-96.17966790108709	-96.49982080993908	33.857364711504	-96.25134392545694	2.1478915302831223	-86.44845299247402	9.146757679180887	2756.996587030717	3724.300341296928	7.098976109215011	2818.3617747440276	287.1672354948805	-97.14596794345482	-25.293613679363148	-97.38514261235855	-97.19951451111982	-23.6890015350016	-89.87612894013493	1.912045889101343	2567.6226896112175	-6.628425748884635	3470.8094327597196	2624.9203314212878	261.5041427660931	-96.25999906441503	-2.102727230200685	-96.57342003087432	31.042709454086157	-96.33016793750292	-86.73340506151473	-71.80888575458391	637.923131170663	-74.17136812411847	887.7644569816642	-72.33779971791256	653.7729196050777	
	10	3	21	500	0.5	0.33	00:00:15.34	00:07:54.42	00:00:17.92	00:09:29.83	00:00:15.18	00:07:40.87	00:00:56.90	2992.698826597132	16.818774445893105	3614.667535853977	-1.043024771838332	2904.367666232073	270.9256844850065	-96.7665781375153	-96.22275620757978	20.11087222292484	-96.80030352851902	-2.8561190506302454	-88.00640782429072	-14.397321428571438	2547.4330357142853	3079.854910714286	-15.29017857142858	2471.819196428571	217.5223214285714	-97.3079690433989	-16.743590193566504	-96.85520242879456	-97.33604759314183	-19.12149237491884	-90.01456574767913	1.054018445322794	3025.2964426877475	18.050065876152846	3653.820816864296	2936.034255599473	274.8353096179183	-96.67151257404475	2.9400915659513553	-96.1117017814134	23.642241846941662	-96.70622952242498	-87.6537852322781	-73.04042179261863	733.7785588752197	-68.50615114235501	901.4586994727595	-73.32161687170475	709.9648506151143	
	10	3	21	400	0.5	0.33	00:00:15.37	00:07:06.09	00:00:14.95	00:09:11.98	00:00:15.40	00:06:55.14	00:00:50.22	2672.2186076772937	-2.732595966167859	3491.2817176317503	0.1951854261548545	2600.9759271307744	226.74040338321407	-96.39278086789176	-96.4913515923866	29.54540120631793	-96.38574010185643	-2.569879602900793	-88.21375765683307	2.809364548494983	2750.1003344481605	3592.173913043478	3.010033444816061	2676.85618729097	235.91973244147155	-97.21547882169644	-22.806985760353644	-97.29156853509184	-97.2100438421682	-24.79075328816262	-90.90184426971992	-0.19480519480520217	2666.818181818182	-2.922077922077929	3484.285714285714	2595.7142857142853	226.1038961038961	-96.29763453292864	2.637664402370282	-96.39880522233464	32.96237413884474	-96.29040805511394	-87.90287613817026	-69.394663480685	748.4468339307049	-70.23098367184389	999.1238550378336	-69.33492632417364	726.6427718040621	
	10	3	21	300	0.5	0.33	00:00:17.13	00:07:00.83	00:00:15.62	00:09:24.74	00:00:17.38	00:07:04.71	00:00:52.83	2356.684179801518	-8.814944541739637	3196.789258610625	1.4594279042615295	2379.334500875657	208.40630472854644	-95.92947270869472	-96.28828743197965	34.19670650856641	-95.87006629755483	0.921987500891095	-87.44623719791839	9.66709346991037	2594.1741357234314	3515.492957746479	11.267605633802816	2619.0140845070423	238.2202304737516	-96.96674575911038	-25.48252293090626	-97.23412543825476	-96.92247760031165	-24.79548110634983	-90.64525268265042	-1.4384349827387803	2321.3463751438435	-10.126582278481013	3149.367088607595	2343.6708860759495	203.9700805523591	-95.96665960302325	-0.9135645499281854	-96.32219632219632	32.97073297073298	-95.90779590779592	-87.5609239245603	-67.57524134014766	696.5739163354156	-70.43346583380655	968.9759606284308	-67.1020253643763	703.9182282793867	
	10	3	21	100	0.5	0.66	00:00:09.02	00:04:16.31	00:00:11.26	00:05:38.73	00:00:11.60	00:04:15.77	00:00:56.75	2741.574279379158	24.833702882483376	3655.3215077605328	28.603104212860313	2735.5875831485587	529.1574279379158	-96.48082400218485	-95.60688229097578	32.156373141898484	-95.47423042409582	-0.21068237680932933	-77.85884280753774	-19.893428063943162	2176.2877442273534	2908.259325044405	3.0195381882770858	2171.492007104796	403.9964476021314	-97.33711215422314	-24.332063885690673	-96.67581849850913	-96.57544356862398	-24.491482891978862	-83.24624332063885	-22.24137931034483	2109.5689655172414	-2.9310344827586197	2820.0862068965516	2104.9137931034484	389.2241379310345	-96.47339406498025	0.21112718457989288	-95.59760722524143	32.43539117175588	-95.46467529420964	-77.8120968057239	-84.1057268722467	351.647577092511	-80.15859030837005	496.88105726872254	-79.55947136563877	350.69603524229075	
	10	3	21	200	0.5	0.66	00:00:11.40	00:04:30.95	00:00:13.47	00:05:56.39	00:00:11.62	00:04:30.70	00:00:55.55	2276.754385964912	18.157894736842106	3026.2280701754385	1.9298245614034988	2274.561403508772	387.280701754386	-95.79258165713233	-95.0286030632958	31.533493264439933	-95.71138586455066	-0.09226794611551947	-79.49806237313157	-15.36748329621381	1911.5070527097248	2545.8054936896806	-13.734224201930227	1909.651076466221	312.39792130660726	-96.8012570498611	-23.973736636830438	-96.22043267207272	-96.73952692275316	-24.04388450854401	-84.41314290524426	-1.8932874354561005	2231.7555938037867	15.92082616179003	2967.039586919105	2229.60413080895	378.05507745266783	-95.7886959734023	0.09235315847801995	-95.02401182120428	31.65496859992612	-95.70742519394163	-79.47912818618397	-79.47794779477948	387.7587758775877	-75.75157515751575	541.5661566156616	-79.08190819081908	387.30873087308726	
	10	3	21	500	0.5	0.66	00:00:13.02	00:04:31.59	00:00:14.13	00:05:53.72	00:00:12.01	00:04:29.43	00:00:52.35	1985.9447004608296	8.525345622119824	2616.7434715821814	-7.7572964669738855	1969.3548387096776	302.073732718894	-95.20600905777091	-94.79730476085275	30.240435951250067	-95.5778931477595	-0.7953164696785479	-80.7246216723738	-7.855626326963915	1822.08067940552	2403.326256192498	-15.003538570417557	1806.7940552016985	270.48832271762205	-96.31912246975008	-23.21893022729844	-96.00531493836934	-96.6046590523578	-23.829582720796115	-85.20015831731313	8.409658617818483	2161.3655287260617	17.651956702747718	2845.2123230641137	2143.3805162364697	335.886761032473	-95.16757599376461	0.8016924618639232	-94.75559514530676	31.28456370856995	-95.54244145046951	-80.57009241732547	-75.12893982808022	418.7965616045845	-73.00859598853869	575.6829035339064	-77.05826170009551	414.6704871060172	
	10	3	21	400	0.5	0.66	00:00:12.07	00:04:30.05	00:00:13.26	00:05:56.35	00:00:12.07	00:04:29.90	00:00:47.00	2137.3653686826847	9.85915492957746	2852.3612261806134	0.0	2136.122618061309	289.39519469759733	-95.53045732271802	-95.0897981855212	31.95704499166821	-95.53045732271802	-0.05554526939456919	-82.59581558970561	-8.974358974358971	1936.57616892911	2587.405731523379	-8.974358974358971	1935.444947209653	254.44947209653094	-96.61288059492072	-24.217763434825315	-96.27893924512418	-96.61288059492072	-24.25985688227867	-86.81071979795145	0.0	2137.3653686826847	9.85915492957746	2852.3612261806134	2136.122618061309	289.39519469759733	-95.52797332345312	0.055576139310868515	-95.08706928492035	32.03038162282329	-95.52797332345312	-82.58614301593182	-74.31914893617021	474.5744680851064	-71.7872340425532	658.1914893617021	-74.31914893617021	474.2553191489361	
	10	3	21	300	0.5	0.66	00:00:12.03	00:04:31.31	00:00:14.16	00:05:55.76	00:00:12.22	00:04:30.85	00:00:48.05	2155.2784704904407	17.70573566084789	2857.2734829592687	1.5793848711554554	2151.454696591854	299.41812136325854	-95.56595776049538	-94.78087796247834	31.126755372083593	-95.495927168184	-0.16954774980648687	-82.28963178651726	-15.042372881355936	1816.0310734463276	2412.4293785310733	-13.700564971751408	1812.7824858757062	239.3361581920904	-96.61850685855634	-23.73791319991005	-96.0197886215426	-96.5651000674612	-23.86721385203507	-86.49370362041826	-1.5548281505728418	2120.2127659574467	15.875613747954167	2811.292962356792	2116.4484451718495	293.20785597381337	-95.5584271737124	0.16983570241830515	-94.77201402990583	31.3494554181281	-95.48827764445264	-82.25955325826104	-74.96357960457856	464.6409989594173	-70.53069719042664	640.3954214360042	-74.5681581685744	463.68366285119674	
	10	3	21	100	1.0	1.0	00:00:03.78	00:00:08.32	00:00:02.82	00:00:08.77	00:00:02.92	00:00:08.37	00:00:30.63	120.10582010582014	-25.396825396825395	132.01058201058203	-22.75132275132275	121.42857142857144	710.3174603174602	-54.5673076923077	-66.10576923076923	5.408653846153837	-64.90384615384616	0.6009615384615257	268.14903846153845	34.04255319148936	195.03546099290782	210.99290780141843	3.5460992907801447	196.80851063829786	986.1702127659574	-56.89851767388826	-5.131128848346629	-67.8449258836944	-66.70467502850627	-4.56100342075257	249.25883694412772	29.452054794520542	184.93150684931507	-3.424657534246579	200.34246575342465	186.64383561643834	948.9726027397261	-54.83870967741936	-0.597371565113488	-66.30824372759857	4.77897252090801	-65.11350059737157	265.9498207885305	-87.65915768854065	-72.83708782239634	-90.79333986287953	-71.36793992817499	-90.46686255305258	-72.67384916748286	
	10	3	21	200	1.0	1.0	00:00:03.03	00:00:07.66	00:00:03.16	00:00:08.75	00:00:02.79	00:00:08.25	00:00:30.53	152.80528052805283	4.290429042904302	188.7788778877888	-7.920792079207914	172.27722772277232	907.5907590759076	-60.44386422976502	-58.746736292428196	14.229765013054829	-63.577023498694516	7.702349869451695	298.5639686684073	-4.113924050632923	142.40506329113924	176.89873417721518	-11.708860759493673	161.0759493670886	866.1392405063291	-65.37142857142858	-12.457142857142856	-63.88571428571428	-68.11428571428571	-5.714285714285714	248.91428571428574	8.6021505376344	174.55197132616487	13.261648745519716	213.62007168458783	195.69892473118279	994.2652329749105	-63.27272727272728	-7.1515151515151505	-61.696969696969695	6.0606060606060606	-66.18181818181819	270.06060606060606	-90.07533573534229	-74.90992466426466	-89.64952505732067	-71.33966590239109	-90.86144775630528	-72.97739927939732	
	10	3	21	500	1.0	1.0	00:00:03.51	00:00:07.59	00:00:03.51	00:00:08.43	00:00:03.54	00:00:08.30	00:00:24.22	116.23931623931625	0.0	140.17094017094018	0.8547008547008619	136.46723646723652	590.0284900284901	-53.75494071146245	-53.75494071146245	11.067193675889326	-53.359683794466406	9.3544137022398	219.10408432147563	0.0	116.23931623931625	140.17094017094018	0.8547008547008619	136.46723646723652	590.0284900284901	-58.362989323843415	-9.964412811387898	-58.362989323843415	-58.00711743772242	-1.5421115065243063	187.30723606168445	-0.847457627118651	114.40677966101693	-0.847457627118651	138.13559322033896	134.46327683615823	584.180790960452	-57.71084337349398	-8.55421686746989	-57.71084337349398	1.5662650602409518	-57.34939759036145	191.80722891566262	-85.50784475639968	-68.66226259289843	-85.50784475639968	-65.19405450041288	-85.38398018166805	-65.73080099091659	
	10	3	21	400	1.0	1.0	00:00:03.40	00:00:07.62	00:00:03.67	00:00:07.99	00:00:03.67	00:00:08.13	00:00:29.52	124.11764705882355	7.941176470588236	135.0	7.941176470588236	139.11764705882354	768.2352941176471	-55.38057742782153	-51.83727034120735	4.855643044619424	-51.83727034120735	6.69291338582678	287.4015748031496	-7.3569482288828345	107.62942779291554	117.71117166212535	0.0	121.52588555858313	704.3596730245232	-57.44680851063829	-4.63078848560701	-54.06758448060075	-54.06758448060075	1.7521902377972538	269.46182728410514	-7.3569482288828345	107.62942779291554	0.0	117.71117166212535	121.52588555858313	704.3596730245232	-58.17958179581796	-6.273062730627315	-54.858548585485856	-1.7220172201722086	-54.858548585485856	263.09963099630994	-88.48238482384825	-74.1869918699187	-87.56775067750678	-72.93360433604337	-87.56775067750678	-72.45934959349594	
	10	3	21	300	1.0	1.0	00:00:03.56	00:00:08.46	00:00:03.53	00:00:08.72	00:00:03.65	00:00:07.75	00:00:27.73	137.64044943820227	-0.8426966292134901	144.9438202247191	2.5280898876404456	117.69662921348313	678.9325842696629	-57.919621749408975	-58.27423167848701	3.0732860520094536	-56.85579196217494	-8.392434988179678	227.77777777777777	0.8498583569405169	139.66005665722386	147.02549575070827	3.399433427762043	119.54674220963174	685.5524079320113	-59.174311926605505	-2.9816513761467864	-59.51834862385322	-58.142201834862384	-11.12385321100918	218.00458715596326	-2.4657534246575303	131.78082191780825	-3.2876712328767157	138.90410958904113	112.32876712328765	659.7260273972603	-54.06451612903225	9.161290322580657	-54.45161290322581	12.516129032258071	-52.9032258064516	257.80645161290323	-87.16191849981969	-69.4915254237288	-87.27010457987738	-68.55391272989542	-86.8373602596466	-72.0519293184277	
	10	2	21	100	1.0	0.66	00:00:06.67	00:02:24.62	00:00:07.10	00:02:23.61	00:00:07.71	00:02:25.80	00:00:31.33	2068.215892053973	6.446776611694149	2053.073463268366	15.592203898050974	2085.907046476762	369.71514242878555	-95.38791315170793	-95.09058221546121	-0.6983819665329767	-94.66878716636703	0.8159314064444799	-78.33632969160558	-6.0563380281690105	1936.9014084507044	1922.6760563380285	8.591549295774653	1953.5211267605637	341.26760563380276	-95.35547663811712	0.7032936425039975	-95.0560545922986	-94.63129308543972	1.5249634426571947	-78.18397047559363	-13.488975356679637	1775.745784695201	-7.9118028534370985	1762.6459143968873	1791.0505836575876	306.355382619974	-95.4252400548697	-0.8093278463648881	-95.13031550068588	-1.5020576131687227	-94.71193415637859	-78.51165980795611	-78.71050111714013	361.602298116821	-77.33801468241302	358.3785509096713	-75.39099904245133	365.3686562400256	
	10	2	21	200	1.0	0.66	00:00:08.09	00:02:22.75	00:00:07.53	00:02:31.99	00:00:08.07	00:02:22.51	00:00:30.14	1664.5241038318911	-6.922126081582196	1778.7391841779975	-0.24721878862793045	1661.557478368356	272.5587144622991	-94.33274956217163	-94.72504378283713	6.472854640980742	-94.34676007005255	-0.16812609457093455	-78.88616462346761	7.436918990703846	1795.750332005312	1918.4594953519256	7.171314741035857	1792.5630810092957	300.265604249668	-94.67728140009211	-6.079347325481945	-95.04572669254556	-94.69044016053688	-6.2372524508191445	-80.16974800973749	0.24783147459726856	1668.8971499380423	-6.691449814126395	1783.395291201983	1665.9231722428747	273.4820322180917	-94.3232053890955	0.16840923443969483	-94.71616026945478	6.652164760367707	-94.33723949196549	-78.85060697494912	-73.15859323158594	373.6230922362309	-75.0165892501659	404.2800265428003	-73.2249502322495	372.8268082282681	
	10	2	21	500	1.0	0.66	00:00:07.45	00:02:29.38	00:00:07.72	00:02:37.31	00:00:07.78	00:02:29.19	00:00:38.14	1905.1006711409395	3.6241610738254977	2011.5436241610741	4.429530201342283	1902.55033557047	411.9463087248322	-95.01271923952336	-94.83197215155978	5.308608916856344	-94.79180613201231	-0.12719239523363082	-74.46780024099611	-3.4974093264248647	1834.9740932642487	1937.694300518135	0.7772020725388666	1832.5129533678758	394.0414507772021	-95.2641281545992	-5.041001843493743	-95.09249253067192	-95.0543512809103	-5.161782467738862	-75.75487890153201	-4.241645244215939	1820.0514138817477	-0.7712082262210861	1921.979434447301	1817.6092544987146	390.2313624678663	-95.00636771901603	0.12735438032039528	-94.82539044171861	5.442724043166435	-94.78517326898586	-74.43528386621087	-80.46670162558993	291.6622968012585	-79.75878342947037	312.4541164132145	-79.60146827477713	291.16413214472993	
	10	2	21	400	1.0	0.66	00:00:07.70	00:02:29.01	00:00:07.82	00:02:37.40	00:00:07.50	00:02:29.39	00:00:40.84	1835.1948051948052	1.5584415584415598	1944.155844155844	-2.5974025974025996	1840.12987012987	430.3896103896104	-94.8325615730488	-94.7520300650963	5.630494597678019	-94.9667807529696	0.25501644184953726	-72.59244346017046	-1.5345268542199502	1805.4987212276212	1912.7877237851662	-4.092071611253201	1810.3580562659847	422.2506393861893	-95.10800508259213	-5.330368487928853	-95.03176620076239	-95.23506988564168	-5.088945362134701	-74.05336721728081	2.6666666666666687	1886.8	4.266666666666671	1998.6666666666667	1891.8666666666663	444.5333333333334	-94.84570587054021	-0.25436776223307817	-94.76537920878239	5.361804672334173	-94.97958364013655	-72.66215944842358	-81.14593535749265	264.86287952987266	-80.8521057786484	285.4064642507346	-81.6356513222331	265.79333986287946	
	10	2	21	300	1.0	0.66	00:00:07.25	00:02:27.72	00:00:07.73	00:02:36.78	00:00:07.89	00:02:28.08	00:00:38.13	1937.5172413793102	6.62068965517242	2062.4827586206898	8.827586206896546	1942.4827586206895	425.9310344827586	-95.09206607094504	-94.7671269970214	6.133225020308694	-94.65881397238019	0.24370430544271948	-74.1876523151909	-6.20957309184994	1810.9961190168174	1928.2018111254854	2.069857697283302	1815.653298835705	393.27296248382925	-95.37568567419314	-5.77879831611175	-95.0695241740018	-94.96747034060468	-5.549177190968246	-75.67929582854957	-8.111533586818755	1772.2433460076047	-2.02788339670468	1887.0722433460078	1776.8060836501902	383.26996197718637	-95.10399783900594	-0.24311183144245357	-94.77984873041599	5.875202593192881	-94.67179902755268	-74.25040518638573	-80.98610018358248	287.41148701809595	-79.72724888539207	311.1723052714398	-79.30763178599528	288.3556254917387	
	10	3	21	100	1.0	0.66	00:00:06.63	00:02:59.59	00:00:08.06	00:02:07.53	00:00:08.01	00:02:59.77	00:00:30.52	2608.748114630468	21.5686274509804	1823.529411764706	20.814479638009047	2611.4630467571646	360.3318250377074	-96.30825769809009	-95.51199955454089	-28.988251016203577	-95.53984074837129	0.100228297789413	-83.00573528592905	-17.741935483870975	2128.163771712159	1482.258064516129	-0.6203473945409518	2130.3970223325064	278.6600496277916	-94.80122324159022	40.821767427272015	-93.67991845056065	-93.71912491178546	40.96291068768134	-76.06837606837608	-17.228464419475657	2142.0724094881402	0.6242197253433297	1492.1348314606741	2144.319600499376	281.02372034956306	-96.31195416365355	-0.10012794125827824	-95.5164932969906	-29.059353618512546	-95.54430661400679	-83.02275129331925	-78.27653997378768	488.4338138925295	-73.59108781127131	317.8571428571429	-73.75491480996068	489.0235910878113	
