							ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	21	400	1.0	0.66	00:00:28.62	00:03:30.36	00:00:27.15	00:01:31.53	00:00:28.21	00:03:30.87	00:00:55.64	635.0104821802935	-5.136268343815522	219.81132075471695	-1.4325646401118104	636.7924528301886	94.4095038434661	-86.39475185396464	-87.093553907587	-56.48887621220765	-86.5896558281042	0.2424415288077538	-73.55010458262028	5.414364640883987	674.8066298342542	237.1270718232044	3.9042357274401556	676.6850828729282	104.93554327808472	-68.7315634218289	129.8262864634546	-70.33759423139954	-69.17950398776358	130.38348082595869	-39.21118758876871	1.4533853243530668	645.6930166607586	-3.757532789790862	224.45941155618576	647.5008862105635	97.23502304147466	-86.42765685019207	-0.2418551714326319	-87.12476881490966	-56.59411011523687	-86.62208943899084	-73.61407502252574	-48.562185478073324	278.0733285406183	-51.204169662113586	64.5039539899353	-49.299065420560744	278.98993529834655	
	10	3	21	300	1.0	0.66	00:00:26.95	00:03:27.17	00:00:28.81	00:02:31.21	00:00:29.07	00:03:24.42	00:00:58.76	668.7198515769945	6.901669758812615	461.0760667903525	7.8664192949907275	658.5157699443415	118.03339517625231	-86.99135975285998	-86.09354636289038	-27.01163295843993	-85.96804556644302	-1.3274122701163296	-71.63682000289619	-6.45609163484901	619.0905935439084	424.85248177716073	0.9024644220756736	609.5452967719542	103.95695938910102	-82.17710468884333	37.00813438264665	-80.9470273130084	-80.77508101316052	35.18947159579393	-61.140136234376044	-7.292741658066738	612.6590987272102	-0.8943928448572466	420.15823873409016	603.1991744066048	102.1327829377365	-86.81635847764407	1.345269543097544	-85.90646707758538	-26.02974268662558	-85.77927795714706	-71.2552587809412	-54.13546630360789	252.56977535738602	-50.97004765146358	157.3349217154527	-50.527569775357385	247.88972089857052	
	10	2	21	100	0.5	0.33	00:00:31.77	00:05:08.58	00:00:33.60	00:05:50.69	00:00:32.76	00:05:05.40	00:01:10.40	871.2936732766761	5.760151085930128	1003.8401007239536	3.1161473087818647	861.2842304060434	121.59269751337743	-89.70445265409295	-89.11141357184522	13.646380193142788	-89.3836282325491	-1.0305269298075075	-77.18581891243761	-5.4464285714285765	818.392857142857	943.720238095238	-2.50000000000001	808.9285714285712	109.52380952380953	-90.94071687245146	-12.007756137899573	-90.41888847700248	-90.65841626507742	-12.914539907040412	-79.9252901422909	-3.0219780219780175	841.941391941392	2.564102564102575	970.4822954822955	832.2344322344323	114.89621489621493	-89.59724950884087	1.0412573673870358	-88.99803536345775	14.829731499672569	-89.27308447937132	-76.94826457105435	-54.8721590909091	338.3238636363636	-52.27272727272727	398.13920454545445	-53.4659090909091	333.80681818181813	
	10	2	21	200	0.5	0.33	00:00:31.70	00:05:33.28	00:00:32.34	00:06:10.98	00:00:32.18	00:05:36.54	00:01:29.89	951.3564668769716	2.018927444794966	1070.2839116719244	1.514195583596216	961.6403785488961	183.5646687697161	-90.48847815650505	-90.29644743158904	11.311809889582348	-90.34445511281804	0.978156505040821	-73.02868458953434	-1.9789734075448489	930.5504019789731	1047.1243042671613	-0.49474335188622043	940.630797773655	177.95299938157078	-91.45506496307078	-10.162272898808574	-91.28254892447032	-91.32567793412043	-9.283519327187447	-75.76958326594426	-1.4916096954630218	935.674331883157	0.49720323182101833	1052.8278433809821	945.8048477315103	179.3349906774394	-90.58061448861949	-0.9686812860284209	-90.39044392939918	10.233553218042431	-90.43798656920426	-73.2899506745112	-64.73467571476247	270.7642674379797	-64.02269440427189	312.7044165090667	-64.20068973189453	274.3909222382913	
	10	2	21	500	0.5	0.33	00:00:33.18	00:05:14.49	00:00:33.07	00:05:58.61	00:00:33.02	00:05:12.83	00:01:27.64	847.8300180831827	-0.33152501506931714	980.8016877637132	-0.48221820373718083	842.8270042194093	164.1350210970464	-89.44958504244967	-89.48456230722758	14.029062927279087	-89.5004610639448	-0.5278387230118684	-72.13265922604852	0.3326277592984561	850.9827638342908	984.3967342001814	-0.15119443604474495	845.9631085576051	165.01360749924402	-90.7476088229553	-12.303059033490422	-90.77828281419927	-90.79222553749199	-12.765957446808518	-75.56119461253172	0.48455481526346633	852.4227740763173	0.15142337976982784	986.038764385221	847.3955178679587	165.41490006056932	-89.39360035802193	0.5306396445353787	-89.42876322603331	14.634146341463424	-89.44474634785668	-71.98478406802417	-62.14057507987221	258.84299406663627	-62.26608854404382	309.185303514377	-62.323140118667276	256.9488817891374	
	10	2	21	400	0.5	0.33	00:00:31.42	00:04:32.36	00:00:33.21	00:05:33.15	00:00:30.36	00:04:32.48	00:01:18.52	766.8364099299808	5.697008274984084	960.3119032463396	-3.373647358370472	767.2183322724379	149.90451941438573	-88.46379791452489	-87.80657952709649	22.31972389484504	-88.8529886914378	0.04405933323542537	-71.1705096196211	-5.389942788316769	720.1144233664559	903.1616982836495	-8.581752484191513	720.4757603131587	136.43480879253235	-90.56881284706589	-18.24703586972834	-90.031517334534	-90.88698784331382	-18.211016058832346	-76.43103707038873	3.4914361001317595	797.1014492753623	9.387351778656132	997.3320158102765	797.4967061923584	158.62977602108037	-88.46887844979447	-0.04403992953611441	-87.81194950088079	22.265854374632983	-88.85789782736347	-71.18320610687023	-59.98471726948548	246.86704024452376	-57.70504330106979	324.2868059093225	-61.33469179826796	247.0198675496689	
	10	2	21	300	0.5	0.33	00:00:29.98	00:04:36.83	00:00:30.93	00:05:33.35	00:00:31.20	00:04:34.67	00:01:19.78	823.3822548365576	3.16877918612408	1011.9079386257505	4.069379586390923	816.177451634423	166.11074049366243	-89.17024888920999	-88.82707799010223	20.416862334284595	-88.72954520825056	-0.7802622548134119	-71.18086912545606	-3.0714516650501107	795.0210151956029	977.7562237310055	0.8729388942773992	788.0375040413838	157.9372777238927	-91.00644967751612	-16.955152242387893	-90.72146392680366	-90.64046797660117	-17.6031198440078	-76.06719664016799	-3.9102564102564066	787.275641025641	-0.8653846153846141	968.4294871794872	780.3525641025642	155.7051282051282	-89.0850839188845	0.7863982233225209	-88.73921432992317	21.363818400262133	-88.64091455200787	-70.95423599228164	-62.421659563800446	246.9917272499373	-61.23088493356731	317.83655051391327	-60.892454249185256	244.28428177488092	
	10	2	21	100	0.0	0.0	00:00:23.25	00:03:37.48	00:00:26.59	00:04:25.97	00:00:24.34	00:03:55.81	00:05:47.53	835.3978494623656	14.365591397849462	1043.956989247312	4.688172043010752	914.236559139785	1394.7526881720428	-89.3093617803936	-87.77358837594261	22.29630310833182	-88.8081662681626	8.42836122861873	59.79860217031451	-12.561113200451295	717.9014667168108	900.2632568634826	-8.461827754795035	786.8371568258743	1206.995110943964	-91.25841260292515	-18.23137947888861	-90.00263187577546	-90.84859194646012	-11.339624769710879	30.665112606684943	-4.4782251437962195	793.5086277732128	9.244042728019721	992.7280197206246	868.8167625308134	1327.8142974527527	-90.14036724481575	-7.773207243119466	-88.72397268987744	12.789958017047635	-89.67813069844365	47.37712565200796	-93.30993007797888	-37.42122982188587	-92.34886196875091	-23.468477541507195	-92.99628809023682	-32.146865018847286	
	10	2	21	200	0.0	0.0	00:00:22.74	00:04:09.36	00:00:22.83	00:04:41.57	00:00:26.26	00:04:10.06	00:01:27.74	996.5699208443273	0.3957783641160944	1138.2145998240985	15.479331574318397	999.6481970096745	285.83992963940193	-90.88065447545716	-90.84456207892204	12.917067693294825	-89.46904074430543	0.2807186397176727	-64.81392364452999	-0.394218134034165	992.247043363995	1133.3333333333335	15.024091108190992	995.3131844064828	284.31887866841873	-91.92385552438115	-11.439428916432853	-91.8918918918919	-90.67372234257911	-11.19082288596086	-68.83900983769577	-13.404417364813416	849.5811119573495	-13.061690784463073	972.2391469916222	852.2467631378522	234.1203351104341	-90.90618251619611	-0.2799328161241257	-90.87019115412302	12.6009757658162	-89.49852035511478	-64.91242101895544	-74.08251652609984	184.20332801458855	-73.97994073398678	220.91406428082973	-70.07066332345566	185.00113973102347	
	10	2	21	500	0.0	0.0	00:00:22.62	00:04:06.14	00:00:25.62	00:04:34.22	00:00:26.96	00:03:55.89	00:01:28.24	988.1520778072501	13.26259946949602	1112.290008841733	19.18656056587091	942.8381962864719	290.09725906277623	-90.81010806857886	-89.59128951003493	11.40814170797109	-89.04688388721866	-4.164296741691721	-64.15048346469489	-11.709601873536299	860.7338017174081	970.3356752537081	5.2302888368462135	820.7259953161591	244.41842310694764	-91.75114871271242	-10.239953322150113	-90.6571366056451	-90.16847786448837	-13.977828021296782	-67.82145722412662	-16.097922848664687	812.9821958456972	-4.970326409495549	917.1364985163204	774.9629080118693	227.29970326409492	-90.4107846877782	4.345245665352495	-89.13900546865065	16.24909915638647	-88.570944084107	-62.592733901394716	-74.36536718041704	178.9437896645512	-70.96554850407978	210.766092475068	-69.44696282864913	167.3277425203989	
	10	2	21	400	0.0	0.0	00:00:23.53	00:04:55.64	00:00:26.61	00:03:52.15	00:00:26.01	00:04:33.69	00:01:29.85	1156.4385890352742	13.089672758181036	886.612834679133	10.539736506587337	1063.1534211644707	281.85295367615805	-92.04099580570966	-90.99918820186713	-21.47544310648085	-91.20213773508321	-7.4245704234880225	-69.60830740089298	-11.57459601653513	1011.0108981585869	772.4163848177378	-2.254791431792551	928.5231116121759	237.6550169109357	-89.86431186732716	27.348696963170354	-88.5375834589705	-88.796037045014	17.89360327374542	-61.29657548998493	-9.534794309880816	1036.639753940792	2.3068050749711566	792.5413302575932	952.2491349480969	245.4440599769319	-91.40268186634513	8.020022653366944	-90.27732105666995	-15.177755855164598	-90.49654718842486	-67.17088676970295	-73.81190873678352	229.03728436282697	-70.3839732888147	158.37506956037842	-71.05175292153588	204.6076794657763	
	10	2	21	300	0.0	0.0	00:00:23.54	00:03:51.54	00:00:26.00	00:04:33.39	00:00:25.24	00:03:11.06	00:01:31.86	883.6023789294817	10.450297366185222	1061.3848768054377	7.221750212404415	711.6397621070519	290.22939677145285	-89.83329014425154	-88.77083873196855	18.07463073335061	-89.09907575364947	-17.48294031268895	-60.326509458408914	-9.461538461538463	790.5384615384615	951.4999999999999	-2.923076923076929	634.8461538461539	253.30769230769232	-91.38958996305644	-15.307802041040272	-90.48977650974798	-90.76776765792457	-30.11448845970957	-66.39964885328651	-6.735340729001582	817.3534072900159	3.0110935023771854	983.161648177496	656.973058637084	263.94611727416805	-87.67926305872501	21.18706165602428	-86.39170941065633	43.0911755469486	-86.78949021249869	-51.92086255626505	-74.37404746353145	152.05747877204442	-71.69605922055301	197.61593729588503	-72.5234051817984	107.99042020465927	
	10	2	21	100	0.5	1.0	00:00:23.19	00:02:22.31	00:00:23.07	00:02:22.82	00:00:25.76	00:02:24.53	00:01:14.79	513.6696852091418	-0.5174644243208323	515.8689090125054	11.082363087537733	523.2427770590772	222.50970245795597	-83.70458857423934	-83.78891153116437	0.3583725669313407	-81.89867191342842	1.5599747031129216	-47.44571709647952	0.5201560468140486	516.8617251842219	519.0723883831816	11.660164716081496	526.4846120502818	224.18725617685303	-83.76277832236381	-0.3570928441394699	-83.8468001680437	-81.96331046071978	1.1973113009382494	-47.6333846800168	-9.976708074534162	452.445652173913	-10.442546583850936	454.42546583850924	461.06366459627327	190.33385093167695	-83.95488825849304	-1.5360132844392158	-84.03791600359789	-1.1831453677437265	-82.1767107174981	-48.25295786341937	-68.99318090653831	90.2794491242145	-69.1536301644605	90.96135847038376	-65.5568926327049	93.24776039577486	
	10	2	21	200	0.5	1.0	00:00:27.88	00:02:24.04	00:00:27.80	00:02:21.02	00:00:27.97	00:02:20.71	00:01:10.51	416.64275466284073	-0.2869440459110412	405.81061692969877	0.32281205164992777	404.6987087517935	152.9053084648494	-80.6442654818106	-80.6998056095529	-2.0966398222715785	-80.58178283810052	-2.3118578172729687	-51.048319911135785	0.2877697841726557	418.1294964028777	407.26618705035975	0.6115107913668998	406.15107913669067	153.63309352517987	-80.22975464473124	2.141540207062815	-80.2864841866402	-80.16593391008368	-0.2198269748971793	-50.0	-0.32177332856632057	414.98033607436537	-0.6077940650697109	404.18305327136227	403.0747229174116	152.0915266356811	-80.18619856442328	2.36656954018903	-80.2430530879113	0.22031127851609855	-80.12223722549926	-49.889844360741954	-60.459509289462495	104.28308041412564	-60.57296837328039	100.0	-60.33186782016736	99.56034605020564	
	10	2	21	500	0.5	1.0	00:00:28.09	00:02:17.95	00:00:25.69	00:02:19.47	00:00:27.54	00:02:17.82	00:01:05.79	391.10003559985756	-8.543965824136698	396.51121395514417	-1.9579921680313306	390.63723745105017	134.2114631541474	-79.63754983689742	-81.37731061978978	1.1018484958318306	-80.03624501631026	-0.09423704240666579	-52.308807538963386	9.342156481121053	436.9793694044374	442.89606850914754	7.2012456208641416	436.47333592837674	156.09186453873104	-79.8594679859468	-1.0898401089840182	-81.58026815802681	-80.2538180253818	-1.183050118305016	-52.82856528285652	1.997095134350039	400.90777051561366	-6.717501815541024	406.4270152505447	400.4357298474946	138.8888888888889	-79.61834276592657	0.09432593237555904	-81.35974459439849	1.197213757074449	-80.01741401828473	-52.26382237701349	-57.303541571667424	109.68232254141964	-60.951512387900905	111.99270405836752	-58.139534883720934	109.484724122207	
	10	2	21	400	0.5	1.0	00:00:25.68	00:02:20.63	00:00:26.98	00:02:22.80	00:00:25.51	00:02:19.17	00:01:10.22	447.6246105919003	5.062305295950158	456.07476635514024	-0.6619937694703978	441.9392523364486	173.4423676012461	-81.7393159354334	-80.81490435895611	1.543056246889011	-81.86020052620351	-1.0381853089667779	-50.06755315366564	-4.818383988139365	421.23795404002965	429.28094885100074	-5.448480355819121	415.826538176427	160.26686434395847	-82.01680672268907	-1.519607843137266	-81.10644257703082	-82.13585434173669	-2.5420168067226854	-50.82633053221289	0.6664053312426427	451.2740101920815	5.762446099568792	459.7804782438259	445.55076440611526	175.2646021168169	-81.54774735934468	1.0490766688222888	-80.61363799669469	2.608320758784217	-81.66990012215277	-49.54372350362866	-63.42922244374822	100.27057818285388	-61.577898034747925	103.36086585018516	-63.67131871261748	98.19139846197668	
	10	2	21	300	0.5	1.0	00:00:25.61	00:02:25.47	00:00:25.86	00:02:21.39	00:00:26.42	00:02:21.67	00:01:03.97	468.02030456852793	0.9761811792268645	452.0890277235455	3.1628270206950497	453.1823506442796	149.7852401405701	-82.39499553172476	-82.2231387915034	-2.8047020004124645	-81.83817969340758	-2.612222451364531	-56.02529731216058	-0.9667440061871616	462.5290023201856	446.75174013921105	2.165506573859251	447.83449342614085	147.37045630317093	-81.8869792771766	2.885635476342042	-81.71016337789095	-81.31409576349104	0.19803380719996436	-54.75634769078436	-3.065859197577601	450.6056018168054	-2.1196063588190848	435.1627554882664	436.222558667676	142.12717638152913	-81.92277828756971	2.6822898284746115	-81.74631185148586	-0.1976424084139405	-81.351027034658	-54.84576833486271	-59.965608879162104	127.4034703767391	-59.57480068782242	121.02548069407533	-58.6993903392215	121.46318586837583	
	10	3	21	100	0.0	0.0	00:00:26.27	00:05:00.60	00:00:32.20	00:07:35.51	00:00:29.94	00:04:58.88	00:01:15.71	1044.2710315949755	22.573277502854978	1633.955081842406	13.970308336505527	1037.7236391320898	188.19946707270657	-91.26081170991351	-89.28809048569528	51.53359946773119	-90.03992015968065	-0.5721889554224974	-74.81370592149035	-18.41614906832299	833.5403726708074	1314.6273291925463	-7.018633540372675	828.198757763975	135.12422360248448	-94.23283791793814	-34.00803494983644	-92.93100041711489	-93.42714759280805	-34.385633685319746	-83.37906961427849	-12.257849031396132	904.0080160320642	7.5484301937207805	1421.4094856379425	898.2631930527722	152.872411489646	-91.21051927194861	0.5754817987152125	-89.22644539614562	52.405647751606	-89.9826017130621	-74.66876338329764	-65.30180953638887	297.0413419627526	-57.46929071456876	501.6510368511424	-60.454365341434425	294.7695152555804	
	10	3	21	200	0.0	0.0	00:00:29.03	00:05:18.51	00:00:31.48	00:07:23.02	00:00:31.89	00:05:18.79	00:01:35.78	997.1753358594558	8.439545297967618	1426.0764726145367	9.85187736823975	998.1398553220805	229.93455046503618	-90.88568647766162	-90.11647985934506	39.0913943047314	-89.98775548648395	0.08790932780761344	-69.92873065209884	-7.7827191867852585	911.7852604828462	1307.3062261753494	1.3024142312579419	912.6747141041932	204.2566709021601	-93.44724843122208	-28.104825967224954	-92.89422599431177	-92.80167938242066	-28.04162340300663	-78.38020856846192	-8.96832862966447	898.7770460959549	-1.2856694888679843	1289.2129194104734	899.6550642834744	200.34493571652553	-90.89369177201291	-0.08783211518555462	-90.1251607641394	38.96922739107248	-89.99654945261771	-69.95514288403024	-69.69095844643975	232.54332846105657	-67.1330131551472	362.5391522238463	-66.70494884109416	232.83566506577574	
	10	3	21	500	0.0	0.0	00:00:29.88	00:05:23.10	00:00:31.17	00:08:03.82	00:00:27.25	00:05:15.88	00:01:18.42	981.3253012048195	4.31726907630523	1519.210174029451	-8.801874163319944	957.1619812583668	162.44979919678718	-90.75208913649026	-90.35283194057567	49.74311358712472	-91.56607861343238	-2.234602290312605	-75.7288765088208	-4.138594802694907	936.5736284889316	1452.197625922361	-12.576195059351946	913.4103304459416	151.58806544754572	-93.82414947707825	-33.218965731057	-93.55752139225332	-94.36774006862056	-34.71125625232524	-83.79149270389814	9.651376146788987	1085.6880733944954	14.385321100917437	1675.48623853211	1059.1926605504589	187.7798165137615	-90.5407116626567	2.2856781056097337	-90.13232873243004	53.16575914904394	-91.37330631885526	-75.17411675319741	-61.89747513389442	312.0122417750574	-60.252486610558535	516.9599591940831	-65.25121142565672	302.80540678398364	
	10	3	21	400	0.0	0.0	00:00:31.29	00:05:24.70	00:00:31.67	00:07:40.54	00:00:31.69	00:05:20.81	00:01:20.73	937.7117289868967	1.2144455097475315	1371.8440396292744	1.2783636944710839	925.2796420581655	158.00575263662512	-90.36341238065906	-90.2463812750231	41.83554049892209	-90.24022174314752	-1.1980289497998111	-75.13704958423159	-1.1998736975055337	925.260498894853	1354.18377012946	0.06315124723713159	912.9775813072307	154.91000947268708	-93.20580188474399	-29.495809267381773	-93.12329005080991	-93.11894732270812	-30.340469883180614	-82.47057801711034	-1.262227832123705	924.613442726412	-0.06311139160618356	1353.26601451562	912.3382770590091	154.74913221836545	-90.24656338642811	1.2125557183379527	-90.1281132134285	43.55537545587732	-90.12187899379695	-74.83557245721767	-61.241174284652544	302.20488046574997	-60.77046946612163	470.46946612164	-60.74569552830423	297.3863495602626	
